,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b
0,948425.0,3982.173128604889,1476,953,1.5487932843651626,1.4831199093233518,16.720038828777025,28.9799171875,36.66302291666667,24.038102604166667,36.793609093402914,41.880468344288765,33.66668684143207
0,849877.0,3795.545707821846,1414,902,1.5676274944567627,1.5007206925237417,16.95088491648184,41.37112760416667,44.3900703125,37.519125,51.421510447450466,53.45121870536543,46.40028813965175
0,1005978.0,3964.835023999214,1400,1022,1.36986301369863,1.422297505512049,15.626501541316857,51.516128125,61.086003125,44.3490078125,54.037802781635364,61.040501123605004,48.049384581396865
0,1018202.0,4017.4380551576614,1374,1060,1.2962264150943397,1.4304037902105868,15.851283465391909,29.241501041666666,33.0661671875,26.564183333333332,35.68000109709278,37.666376494925345,33.185016201463384
0,977136.0,3926.408620238304,1392,985,1.4131979695431471,1.4032028294935404,15.777419574226784,51.148811458333334,58.009665104166665,47.677916145833336,56.865532966155094,61.48629241565362,53.26347888886959
0,1028549.0,3957.7711017131805,1394,1052,1.3250950570342206,1.425783312219447,15.229174393787718,52.623958854166666,62.881190625,50.56938541666667,53.2170417746434,60.563699910362224,51.209650948305494
0,977928.5,3994.1314915418625,1463,980,1.4928571428571429,1.4660990041705504,16.31314188279248,50.4365390625,62.1042390625,47.45374010416667,54.122334872808366,63.141851375734525,51.803809741871675
0,899403.0,3748.609627842903,1262,1021,1.236043095004897,1.4326191929535481,15.623779487011394,28.5882203125,34.52091458333334,23.907110416666665,39.429174788069396,43.35345095208916,35.33140499353199
0,1102712.5,4128.366990447044,1438,1052,1.3669201520912548,1.3718680073001803,15.45589989032752,56.31920208333333,63.78203020833333,54.005534895833335,55.39482366789036,59.764720306687494,52.23690237644037
0,1024263.5,3961.043173789978,1396,1049,1.330791229742612,1.4297141311781587,15.318190118683505,30.867721354166665,36.5530671875,27.135790625,38.38115349368346,41.183462707017256,35.260818692487746
0,1086851.0,4182.800536513329,1523,1011,1.5064292779426312,1.4167102942353644,16.097717468407527,32.900888020833335,37.64140104166667,30.034208854166668,37.999967273052796,40.25967956223385,34.63713166025919
0,829415.5,3776.2492384910583,1382,936,1.4764957264957266,1.5595946784211292,17.19290067668653,37.74114895833333,44.64680416666667,34.11576927083333,47.9877657400463,54.13744872809071,43.708475592518234
0,963521.5,3932.641154408455,1399,1019,1.3729146221786064,1.479552869344379,16.05118977557539,26.151551041666668,32.15572708333333,21.748876041666666,34.61745736123277,38.19326568738506,31.584619860899878
0,1031888.0,3978.5751432180405,1394,1042,1.3378119001919386,1.407660521296885,15.339901394562638,29.456988020833332,34.9835953125,26.45910625,35.37282091302089,38.57376857440898,32.874499451087374
0,925338.5,3833.1365423202515,1359,985,1.3796954314720813,1.4466219659076112,15.878444214815286,28.024555729166668,33.17098020833333,24.429763020833335,38.153955911591446,41.30338886088355,34.47767929968255
0,877355.5,3830.3081171512604,1392,910,1.5296703296703296,1.4437933084137502,16.72213859982052,42.00766614583333,48.460659375,38.4406328125,54.476698220823785,58.600676859204384,50.46073841483478
0,731049.0,4550.311079144478,1443,887,1.6268320180383316,1.7508279198795156,28.322767580538354,34.46121822916667,39.818497916666665,25.7994515625,47.19776935865274,52.43089651223858,38.69259991441153
0,734079.5,4338.176088809967,1411,881,1.601589103291714,1.6934010553352872,25.63723926021983,26.215690625,31.642506770833332,13.852432291666666,39.68570026696377,44.45815237561722,29.422278740292317
0,812543.0,4405.732430458069,1513,891,1.6980920314253647,1.659091272708029,23.888555127285525,31.499923958333333,40.363071875,13.626747916666666,42.39614235343299,49.8593401654119,29.03593953991539
0,537445.0,3866.272416114807,1330,728,1.8269230769230769,1.8015610899719972,27.813194644308215,18.706057291666667,23.10161875,11.1253171875,35.089434096095346,40.48092819573165,27.918152347502346
0,731299.0,4398.855238080025,1422,897,1.585284280936455,1.7442031234830075,26.45966616333958,32.68016875,40.15232552083334,18.657591666666665,47.619164008707564,53.6629230082547,37.06414943311029
0,792940.0,4900.3009786605835,1503,962,1.5623700623700623,1.8234494413196458,30.283438446114296,33.031065625,41.490371875,15.8614203125,44.197235744183665,51.681804281173655,31.130149813983323
0,693521.5,4044.2450617551804,1318,870,1.5149425287356322,1.6533878185463609,23.58386599338472,28.981932291666666,35.151997395833334,16.343092708333334,43.04444331898423,49.007867942088275,31.284544888040504
0,662234.5,4277.534390449524,1377,807,1.7063197026022305,1.678014358961969,27.629639442642112,24.195114583333332,29.6636703125,15.071029166666667,39.10362748368368,44.365731421095774,31.12493836445007
0,507248.0,4046.4978088140488,1378,690,1.9971014492753623,1.874467715989023,32.280353035865886,25.760801041666667,28.7380109375,18.051530208333332,45.846783312554564,49.653622253335826,36.59153271608923
0,613646.0,4177.835904121399,1349,919,1.467899891186072,2.0202706446387655,28.443618701606244,24.6847140625,29.2400796875,18.800594270833333,40.66527946088389,45.48324423361291,34.714052320364594
0,697891.0,4548.227816820145,1458,877,1.6624857468643102,1.8321858284459893,29.641271020397937,26.578205208333333,33.41460416666666,20.915891145833335,40.772906669998285,47.60414343452656,37.019082694107276
0,660211.5,4321.485619425774,1473,788,1.869289340101523,1.7581093331455147,28.2867504714834,26.1612640625,31.843089583333335,19.1321046875,41.23726009890378,47.009341546790566,34.23073115085882
0,709913.5,4622.411587715149,1514,846,1.789598108747045,1.804225444367518,30.097594828444993,29.666769270833335,36.062790104166666,18.3542171875,43.78215043078222,49.590124096675304,32.8751915310757
0,685647.5,4652.612597584724,1477,909,1.624862486248625,1.9581388395640618,31.571330724904676,31.163998958333334,37.94198177083333,17.923158854166665,45.810750457361685,52.753080676527816,33.595997314300305
0,800562.5,4281.323274254799,1352,984,1.3739837398373984,1.6617915528144274,22.89606242944908,34.13782239583333,41.05705104166667,19.480269791666668,45.20198549851589,51.38847987563599,32.04188912401306
0,589840.0,4291.992322444916,1405,841,1.6706302021403092,2.003263596907636,31.230839034189106,26.189284375,30.566175,15.627272395833334,43.46859512395566,48.06097869324665,32.63498212022275
0,659132.5,4529.2501138448715,1444,822,1.75669099756691,1.800803328617539,31.12288742212496,17.353723958333333,22.5365125,10.890971875,31.32862028805237,35.78940650358719,27.47783579074156
0,747304.5,4984.921248555183,1547,947,1.6335797254487856,1.9603909785100986,33.25209450002906,30.798601041666668,37.764590104166665,24.703705729166668,43.543073919697605,50.064418163353466,38.99034442195362
0,584899.5,3873.8430477380753,1337,803,1.6650062266500623,1.8355478163342591,25.656817895225796,22.62241875,28.245216666666668,13.920985416666667,38.98402391930978,45.11271124263527,30.448039233322646
0,645302.0,4805.933443903923,1358,1054,1.28842504743833,2.2180808365695444,35.792537861705405,23.247721354166668,28.932813020833333,14.786115625,39.6479738115311,44.94678751930625,33.71896454728106
0,554403.0,4183.482652544975,1279,923,1.3856988082340196,2.1293481456629926,31.568240258701234,19.984780208333333,24.802272395833334,13.212690104166667,36.79865105407548,41.86677653261656,30.080266422087377
0,710091.0,4272.8653420209885,1341,901,1.48834628190899,1.701529803926539,25.711321832052707,28.0586703125,35.94321302083333,12.472341666666667,41.11830061925307,48.900181361812564,28.672736753460857
0,435653.5,3721.3922497034073,1195,731,1.6347469220246238,2.005137110111591,31.788474730841337,20.357324479166667,23.753424479166668,8.4067203125,40.526248129400685,45.18141898907879,26.91944764291982
0,643202.0,4640.723201274872,1484,840,1.7666666666666666,1.9380536752062338,33.48296776261718,19.28469375,23.452339583333334,14.408805208333334,34.64546859634573,38.268621493133,31.17024118599833
0,621685.0,4535.87457048893,1339,896,1.4944196428571428,1.9298261981550142,33.09418454556268,26.899259375,33.35906927083333,13.014627083333334,43.44870961204115,50.36325047000611,31.968189553681345
0,655281.5,4178.695852518082,1355,897,1.5105908584169454,1.8548288025833173,26.64732489449468,24.3622890625,30.136191145833333,12.987155729166666,39.79516245032417,45.025721461378374,29.379529085666782
0,629609.5,4606.970023036003,1466,953,1.5383001049317944,2.218991295398179,33.710058048921354,26.645448958333333,32.6580921875,11.697815104166667,42.39588054644997,48.87951588883543,30.294503754414446
0,339725.5,2960.1921166181564,518,1103,0.4696282864913871,1.6818107560368591,25.79358148648918,18.1884859375,24.368446875,15.275589583333334,41.83179925344512,53.45966273377186,36.833697481697726
0,496907.5,3703.6866252422333,1443,680,2.1220588235294118,1.9746934791686581,27.605328190856856,18.591059375,25.961271354166666,18.870396875,37.49969608019367,46.41360161844976,37.35841648406233
0,164.0,51.455843567848206,16,17,0.9411764705882353,1.6585365853658536,16.144535593163816,23.061190104166666,32.91555520833333,23.26104375,42.01290446646902,53.87299709457563,41.448760811720966
0,542974.0,3567.159714579582,1411,628,2.2468152866242037,1.6319529111891178,23.435060296293166,24.103350520833335,33.4252875,25.2476,43.01288000441282,54.56484410123732,43.607414453068266
0,513430.0,3718.203431725502,1485,608,2.442434210526316,1.758525991858676,26.926819156837936,17.9155171875,25.0281609375,18.806163541666667,37.323993199864844,44.98699770701268,37.38444929783533
0,484937.5,3502.681577205658,1406,613,2.293637846655791,1.7772970743652532,25.299710233372167,17.775716145833332,23.83679375,20.172541145833332,37.1289550275827,44.13772248328662,38.997976214463066
0,540670.5,3676.6470832824707,1446,653,2.214395099540582,1.7464204168712738,25.001796426861645,18.432968229166665,30.3029984375,23.054227083333334,37.441631845892736,50.67488679654558,41.58817819613445
0,292052.0,2636.115998506546,471,1032,0.4563953488372093,1.664333748784463,23.7940762521132,10.8765015625,14.598620833333333,11.974606770833333,31.440854289418333,36.9871001298367,32.394371737820116
0,451988.5,3244.265273451805,1261,577,2.1854419410745236,1.6097688326141042,23.286559645931955,13.642113020833333,19.952936979166665,16.14370625,32.92206094091985,39.95649111806366,34.60632442459573
0,432052.0,3395.125224709511,1269,576,2.203125,1.6917963578458148,26.679370287508924,14.511995833333334,20.6653453125,16.707882291666667,34.54418222930821,41.69085648019997,36.035530420144276
0,521581.5,3759.156750202179,1396,634,2.2018927444794953,1.696885338149455,27.093099491815963,18.008685416666665,24.529506770833333,21.159660416666668,36.500363005914664,43.54421178976768,39.32716128582564
0,433371.5,3473.5201073884964,1406,563,2.497335701598579,1.826557583966643,27.840644658064022,13.744234375,19.660435416666665,16.704246354166667,33.50551524232098,40.130499130674565,35.971700206113155
0,277002.5,2525.103805065155,445,985,0.4517766497461929,1.5823864405555907,23.018381517692166,8.393545833333333,11.692181770833333,9.021080208333334,27.88481428143997,32.41004858836675,28.000192715107307
0,266125.5,2536.9860553741455,457,955,0.47853403141361256,1.639959342490667,24.18519925810517,10.193133333333334,13.5247625,10.281036458333332,30.57147585534413,36.10093180852249,30.189519079625768
0,262489.0,2631.8906038999557,454,999,0.4544544544544545,1.7278666915565986,26.389098784699065,11.530123958333334,15.0671796875,12.023830208333333,32.83913734411226,39.139202067135805,33.282856288878975
0,595983.0,4015.978035569191,1462,724,2.0193370165745854,1.7760372359614285,27.06130809465065,22.130863020833335,31.103655208333333,26.1381828125,39.719528144423,48.96189222214342,43.08423599703059
